Quarter,Rebalance_Date,Ticker,Weight_Pct,Amount_USD,Total_Portfolio_Value_USD
2000Q1,2000-01-03,NXTL,12.262269698542463,4229036.942390009,34488206.884673946
2000Q1,2000-01-03,ORCL,7.044234755103769,2429430.2557822927,34488206.884673946
2000Q1,2000-01-03,QCOM,6.022989662220747,2077221.1353492155,34488206.884673946
2000Q1,2000-01-03,SUNW,5.994614197824577,2067434.9464837774,34488206.884673946
2000Q1,2000-01-03,WCOEQ,2.6716274517998264,921396.4027644668,34488206.884673946
2000Q1,2000-01-03,AMGN,2.3700660365261537,817393.2779805319,34488206.884673946
2000Q1,2000-01-03,AMAT,1.8857346193356637,650356.0568124023,34488206.884673946
2000Q1,2000-01-03,COST,1.3664710099749942,471271.3489392695,34488206.884673946
2000Q1,2000-01-03,AAPL,1.2788143078622833,441040.12416635547,34488206.884673946
2000Q1,2000-01-03,ADBE,0.672375608257204,231890.29081782937,34488206.884673946
2000Q1,2000-01-03,SNPS,0.652394265438435,224999.08396815637,34488206.884673946
2000Q1,2000-01-03,PAYX,0.46492192478668465,160343.23527263998,34488206.884673946
2000Q1,2000-01-03,KLAC,0.3864934151450729,133294.6486108745,34488206.884673946
2000Q1,2000-01-03,SBUX,0.2693227892966387,92884.60076019926,34488206.884673946
2000Q1,2000-01-03,CTAS,0.2642181245340334,91124.0934161029,34488206.884673946
2000Q1,2000-01-03,PCAR,0.12863725473270674,44364.682542980925,34488206.884673946
2000Q2,2000-04-03,INTC,13.007420196849434,5364085.347177856,41238656.59754043
2000Q2,2000-04-03,MSFT,13.007420196849434,5364085.347177856,41238656.59754043
2000Q2,2000-04-03,CSCO,13.007420196849434,5364085.347177856,41238656.59754043
2000Q2,2000-04-03,NXTL,13.007420196849434,5364085.347177856,41238656.59754043
2000Q2,2000-04-03,YHOO,13.007420196849434,5364085.347177856,41238656.59754043
2000Q2,2000-04-03,ORCL,9.397536483212372,3875417.7989405277,41238656.59754043
2000Q2,2000-04-03,SUNW,7.2134561711228615,2974732.4192234455,41238656.59754043
2000Q2,2000-04-03,QCOM,4.84570566134597,1998303.91741004,41238656.59754043
2000Q2,2000-04-03,AMAT,2.7273148130050506,1124707.9900690047,41238656.59754043
2000Q2,2000-04-03,AMGN,2.291720511602698,945074.7519552334,41238656.59754043
2000Q2,2000-04-03,COST,1.652369087678246,681414.8137915436,41238656.59754043
2000Q2,2000-04-03,WCOEQ,1.587289737119359,654576.9638986547,41238656.59754043
2000Q2,2000-04-03,AAPL,1.5610244831116376,643745.5259939388,41238656.59754043
2000Q2,2000-04-03,ADBE,1.109889354580027,457703.4595479152,41238656.59754043
2000Q2,2000-04-03,PAYX,0.6274972547579147,258771.43804860988,41238656.59754043
2000Q2,2000-04-03,KLAC,0.5627203462970596,232058.3112139347,41238656.59754043
2000Q2,2000-04-03,SNPS,0.46469628594397816,191634.50558196168,41238656.59754043
2000Q2,2000-04-03,SBUX,0.4639240631754403,191316.05128627637,41238656.59754043
2000Q2,2000-04-03,CTAS,0.30553285875904224,125997.64641628966,41238656.59754043
2000Q2,2000-04-03,PCAR,0.1522219040411522,62774.268273768284,41238656.59754043
2000Q3,2000-07-03,INTC,12.900362964596019,4302138.720241189,33348974.226911705
2000Q3,2000-07-03,MSFT,12.900362964596019,4302138.720241189,33348974.226911705
2000Q3,2000-07-03,CSCO,12.900362964596019,4302138.720241189,33348974.226911705
2000Q3,2000-07-03,NXTL,12.900362964596019,4302138.720241189,33348974.226911705
2000Q3,2000-07-03,YHOO,12.900362964596019,4302138.720241189,33348974.226911705
2000Q3,2000-07-03,ORCL,10.780208350894545,3595088.904547205,33348974.226911705
2000Q3,2000-07-03,SUNW,7.988158549527091,2663968.9358866336,33348974.226911705
2000Q3,2000-07-03,AMAT,3.11066904126001,1037376.2168543222,33348974.226911705
2000Q3,2000-07-03,AMGN,2.9076367073559903,969667.0161483734,33348974.226911705
2000Q3,2000-07-03,QCOM,2.281167293911104,760745.8929191532,33348974.226911705
2000Q3,2000-07-03,WCOEQ,1.733606620385542,578140.0250284094,33348974.226911705
2000Q3,2000-07-03,ADBE,1.4788859973784696,493193.31011115195,33348974.226911705
2000Q3,2000-07-03,AAPL,1.3730601846490713,457901.487098605,33348974.226911705
2000Q3,2000-07-03,COST,1.1833317463661075,394628.9991144974,33348974.226911705
2000Q3,2000-07-03,PAYX,0.8199250017916536,273436.5775275039,33348974.226911705
2000Q3,2000-07-03,SBUX,0.47402956374305,158083.99704061175,33348974.226911705
2000Q3,2000-07-03,KLAC,0.46827681248359276,156165.513505757,33348974.226911705
2000Q3,2000-07-03,SNPS,0.41009934840263274,136763.92600352684,33348974.226911705
2000Q3,2000-07-03,CTAS,0.34783539117817475,115999.53495608701,33348974.226911705
2000Q3,2000-07-03,PCAR,0.1412945676928683,47120.28896392097,33348974.226911705
2000Q4,2000-10-02,INTC,11.530098430265296,3038484.8671861966,26352635.977594893
2000Q4,2000-10-02,MSFT,11.530098430265296,3038484.8671861966,26352635.977594893
2000Q4,2000-10-02,CSCO,11.530098430265296,3038484.8671861966,26352635.977594893
2000Q4,2000-10-02,CIEN,11.530098430265296,3038484.8671861966,26352635.977594893
2000Q4,2000-10-02,ORCL,10.899156135585187,2872214.9410404633,26352635.977594893
2000Q4,2000-10-02,SUNW,10.326500971933319,2721305.210356386,26352635.977594893
2000Q4,2000-10-02,YHOO,9.946108986103653,2621061.8950427496,26352635.977594893
2000Q4,2000-10-02,NXTL,5.800101858778922,1528479.7291737243,26352635.977594893
2000Q4,2000-10-02,AMGN,2.873208411511739,757166.1535633253,26352635.977594893
2000Q4,2000-10-02,QCOM,2.7796329858530804,732506.562275014,26352635.977594893
2000Q4,2000-10-02,NTAP,2.11954245837285,558555.308445563,26352635.977594893
2000Q4,2000-10-02,AMAT,1.9612261621934381,516834.7912201916,26352635.977594893
2000Q4,2000-10-02,ADBE,1.941027078644222,511511.8002616564,26352635.977594893
2000Q4,2000-10-02,COST,1.1736850096227465,309296.93810948194,26352635.977594893
2000Q4,2000-10-02,WCOEQ,1.1642762283954369,306817.4762427208,26352635.977594893
2000Q4,2000-10-02,PAYX,1.0498762286269703,276670.0607453674,26352635.977594893
2000Q4,2000-10-02,AAPL,0.6429751527973437,169440.90144306855,26352635.977594893
2000Q4,2000-10-02,SBUX,0.5117748969532789,134866.17561880898,26352635.977594893
2000Q4,2000-10-02,CTAS,0.37635716150568754,99180.03274720274,26352635.977594893
2000Q4,2000-10-02,KLAC,0.31415655206094034,82788.532564383,26352635.977594893
2001Q1,2001-01-02,INTC,12.226976212470264,2192905.2412817427,17934975.93497568
2001Q1,2001-01-02,MSFT,12.226976212470264,2192905.2412817427,17934975.93497568
2001Q1,2001-01-02,CSCO,12.226976212470264,2192905.2412817427,17934975.93497568
2001Q1,2001-01-02,ORCL,12.226976212470264,2192905.2412817427,17934975.93497568
2001Q1,2001-01-02,CIEN,12.226976212470264,2192905.2412817427,17934975.93497568
2001Q1,2001-01-02,YHOO,5.6731381272646795,1017475.9578828503,17934975.93497568
2001Q1,2001-01-02,NXTL,5.536829292229565,993029.0011220567,17934975.93497568
