Quarter,Sell_Date,Ticker,Shares,Buy_Date,Buy_Price_USD,Sell_Price_USD,Holding_Days,Tax_Term,Tax_Rate_Pct,Estimated_Tax_USD,Gain_Loss_USD,Gain_Loss_Pct
1999Q1,1999-01-04,SNPS,2039.081193286555,1997-01-02,22.875,27.03125,732,Long-Term,36.1,3059.4501666646047,8474.931209597244,18.169398907103826
1999Q1,1999-01-04,PAYX,4813.352415531086,1997-01-02,4.620729446411133,10.679996490478516,732,Long-Term,36.1,10528.70494631038,29165.38766290964,131.13226200191284
1999Q1,1999-01-04,CTAS,4963.65274858057,1997-01-02,3.451033115386963,8.388216972351074,732,Long-Term,36.1,8846.834306094177,24506.46622186753,143.06393743226965
1999Q1,1999-01-04,SBUX,14276.0180927209,1997-01-02,1.2794575691223145,2.483991861343384,732,Long-Term,36.1,6207.73915900732,17195.95334905075,94.14413742906369
1999Q1,1999-01-04,ADTN,3139.8261419689416,1997-01-02,13.866326332092285,6.417301177978516,732,Long-Term,36.1,-8443.3004518965,-23388.643911070638,-53.720249875222635
1999Q1,1999-01-04,ADTN,194.0437360681408,1998-01-02,9.347390174865723,6.417301177978516,367,Long-Term,36.1,-205.2521151645002,-568.5654159681446,-31.34659987518172
1999Q1,1999-01-04,ADBE,3152.6129033516786,1997-01-02,4.734611511230469,6.1837944984436035,732,Long-Term,36.1,1649.305387514915,4568.712984805859,30.608276598316074
1999Q1,1999-01-04,QCOM,9086.489683325095,1997-01-02,1.4760503768920898,2.1247687339782715,732,Long-Term,36.1,2127.9407299160375,5894.572659047195,43.94960817340774
1999Q1,1999-01-04,KLAC,12181.380190825199,1997-01-02,0.8969790935516357,1.2003449201583862,732,Long-Term,36.1,1334.0446239590824,3695.4144708007825,33.82083582411688
1999Q1,1999-01-04,PCAR,6142.58137334993,1997-01-02,1.5657572746276855,2.0768136978149414,732,Long-Term,36.1,1133.2532453541164,3139.205665800877,32.63956881878627
1999Q3,1999-07-01,SUNW,5860.579628565729,1997-01-02,26.749864608389256,138.23874020562556,910,Long-Term,36.1,235873.58536240715,653389.4331368619,416.78295284631577
1999Q3,1999-07-01,MSFT,12212.792323319893,1997-01-02,6.205007553100586,27.727739334106445,910,Long-Term,36.1,94889.80790337085,262852.6534719414,346.8606862573624
1999Q3,1999-07-01,NXTL,2949.1399434254067,1997-01-02,13.62512115378966,49.99994486291783,910,Long-Term,36.1,38726.0748383687,107274.44553564738,266.96880929393393
1999Q3,1999-07-01,CSCO,1512.4179416260426,1997-01-02,4.496011257171631,20.7147159576416,910,Long-Term,36.1,8855.135052392076,24529.459978925417,360.7354112959428
1999Q3,1999-07-01,QCOM,2705.0375537097902,1997-01-02,1.4760503768920898,10.712477684020996,910,Long-Term,36.1,9019.542664769835,24984.88272789428,625.752850426199
1999Q3,1999-07-01,SBUX,11359.681563676364,1997-01-02,1.2794575691223145,2.483991861343384,910,Long-Term,36.1,4939.60848316963,13683.12599215964,94.14413742906369
1999Q3,1999-07-01,AMAT,1079.961887306315,1997-01-02,3.183889389038086,13.074273109436035,910,Long-Term,36.1,3855.926726260129,10681.237468864623,310.6384208713364
1999Q3,1999-07-01,AMGN,189.84898280479376,1997-01-02,9.167703628540039,20.43328094482422,910,Long-Term,36.1,772.0917803081168,2138.7583942053097,122.88330614455332
1999Q3,1999-07-01,AAPL,6514.115181790117,1997-01-02,0.15716098248958588,0.33911237120628357,910,Long-Term,36.1,427.876081594992,1185.2523035872355,115.77389364357946
1999Q3,1999-07-01,ADBE,170.7266314714012,1997-01-02,4.734611511230469,10.572016716003418,910,Long-Term,36.1,359.77279029916826,996.6005271445105,123.29216855335778
2000Q1,2000-01-03,YHOO,4326.21867581848,1999-01-04,248.00019195083442,474.99986200820393,364,Short-Term,49.0,481204.6038833442,982050.2120068249,91.53205417775312
2000Q1,2000-01-03,WCOEQ,393.9729101228744,1997-01-02,26.499969498811467,78.38649503658431,1096,Long-Term,36.1,7379.520651883516,20441.885462281207,195.7984349381986
2000Q1,2000-01-03,COST,491.3170591603988,1997-01-02,8.119316101074219,29.645912170410156,1096,Long-Term,36.1,3818.074578701696,10576.383874519934,265.12819308128525
2000Q1,2000-01-03,ADBE,670.6064340285271,1997-01-02,4.734611511230469,16.27466583251953,1096,Long-Term,36.1,2793.7193183591503,7738.834676895153,243.73814607420536
2000Q1,2000-01-03,KLAC,3251.4160503678304,1997-01-02,0.8969790935516357,2.84671950340271,1096,Long-Term,36.1,2288.5296318132328,6339.417262640534,217.36743073140926
2000Q1,2000-01-03,SNPS,255.23120475621897,1997-01-02,22.875,32.78125,1096,Long-Term,36.1,912.7466680839822,2528.3841221162943,43.30601092896175
2000Q1,2000-01-03,PCAR,234.00811698511643,1997-01-02,1.5657572746276855,2.3517005443573,1096,Long-Term,36.1,66.39407476296545,183.9171046065525,50.19572844817216
2000Q3,2000-07-03,INTC,61993.574524671305,1997-01-02,9.214554786682129,38.8979606628418,1278,Long-Term,36.1,664305.1367930471,1840180.4343297705,322.13608322196245
2000Q3,2000-07-03,CSCO,29123.143243249804,1997-01-02,4.496011257171631,41.590328216552734,1278,Long-Term,36.1,389989.42138100247,1080303.1063185665,825.0494680192717
2000Q3,2000-07-03,NXTL,4500.52274403669,1997-01-02,13.62512115378966,118.84668581575455,1278,Long-Term,36.1,170952.28821767238,473552.0449243002,772.2614975258316
2001Q1,2001-01-02,SUNW,14763.994458875803,1997-01-02,26.749864608389256,25.437505514296046,1461,Long-Term,36.1,-6994.61412396232,-19375.662393247425,-4.90604013629897
2001Q1,2001-01-02,SUNW,106.55799005376194,1998-01-02,41.499937322260976,25.437505514296046,1096,Long-Term,36.1,-617.8805420284807,-1711.5804488323565,-38.704713414949865
2001Q1,2001-01-02,SUNW,4564.531150943106,1998-07-01,44.937402397503924,25.437505514296046,916,Long-Term,36.1,-32131.847121652645,-89007.88676358074,-43.39346700709833
2001Q1,2001-01-02,SUNW,4783.625512960508,2000-01-03,76.500025130453,25.437505514296046,365,Short-Term,49.0,-119689.34608002844,-244263.97159189478,-66.74836972809054
2001Q1,2001-01-02,SUNW,2877.088944595524,2000-07-03,90.43747941823099,25.437505514296046,183,Short-Term,49.0,-91635.24609582432,-187010.7063180088,-71.87282786082582
2001Q1,2001-01-02,CSCO,15618.360915340008,1997-01-02,4.496011257171631,21.438732147216797,1461,Long-Term,36.1,95526.92823924318,264617.5297485961,376.8389339110232
2001Q1,2001-01-02,ORCL,12117.599362785626,1997-01-02,3.718197822570801,21.01445960998535,1461,Long-Term,36.1,75661.690663763,209589.17081374794,465.1786325735551
2001Q1,2001-01-02,SNPS,5837.881493800593,1997-01-02,22.875,22.09375,1461,Long-Term,36.1,-1646.465015048448,-4560.844917031713,-3.415300546448088
2001Q1,2001-01-02,SNPS,7.565701178457239,1997-07-01,17.875,22.09375,1281,Long-Term,36.1,11.522326466628549,31.917801846616477,23.6013986013986
2001Q1,2001-01-02,SNPS,22.16912093809915,1998-01-02,17.53125,22.09375,1096,Long-Term,36.1,36.51392775510793,101.14661428007737,26.02495543672014
2001Q1,2001-01-02,SNPS,305.44493650236507,1999-07-01,28.53125,22.09375,551,Long-Term,36.1,-709.834942122965,-1966.3017787339752,-22.562979189485212
2001Q1,2001-01-02,SNPS,1111.2068606607954,2000-07-03,18.28125,22.09375,183,Short-Term,49.0,2075.8733165719486,4236.476156269283,20.854700854700855
2001Q1,2001-01-02,QCOM,6588.250538890483,1997-01-02,1.4760503768920898,21.7315731048584,1461,Long-Term,36.1,48174.89352861972,133448.45852803247,1372.278551265675
2001Q1,2001-01-02,MSFT,10266.809993352657,1997-01-02,6.205007553100586,13.189200401306152,1461,Long-Term,36.1,25885.64251553472,71705.38092945906,112.55736255656335
