Quarter,Date,Ticker,Type,Prev_Weight_Pct,New_Weight_Pct,Weight_Change_Pct,Portfolio_Value_USD,Trade_Value_USD
1997Q1,1997-01-02,AAPL,BUY,0.0,0.1316102115501046,0.1316102115501046,100000.0,131.6102115501046
1997Q1,1997-01-02,ADSK,BUY,0.0,0.08104461929945243,0.08104461929945243,100000.0,81.04461929945244
1997Q1,1997-01-02,AMAT,BUY,0.0,0.14413103764374421,0.14413103764374421,100000.0,144.1310376437442
1997Q1,1997-01-02,AMGN,BUY,0.0,0.2821115529110163,0.2821115529110163,100000.0,282.1115529110163
1997Q1,1997-01-02,COMS,BUY,0.0,1.4078792248896144,1.4078792248896144,100000.0,1407.8792248896145
1997Q1,1997-01-02,COST,BUY,0.0,0.20530217374732265,0.20530217374732265,100000.0,205.30217374732266
1997Q1,1997-01-02,CSCO,BUY,0.0,1.0103758386012482,1.0103758386012482,100000.0,1010.3758386012481
1997Q1,1997-01-02,DELL,BUY,0.0,0.20350272965071925,0.20350272965071925,100000.0,203.50272965071926
1997Q1,1997-01-02,DIGI,BUY,0.0,0.0017131451625063683,0.0017131451625063683,100000.0,1.7131451625063683
1997Q1,1997-01-02,INTC,BUY,0.0,2.640572349059935,2.640572349059935,100000.0,2640.572349059935
1997Q1,1997-01-02,MCIC,BUY,0.0,90.60602276083517,90.60602276083517,100000.0,90606.02276083517
1997Q1,1997-01-02,MSFT,BUY,0.0,2.6280937604868986,2.6280937604868986,100000.0,2628.0937604868986
1997Q1,1997-01-02,ORCL,BUY,0.0,0.6106568453383383,0.6106568453383383,100000.0,610.6568453383384
1997Q1,1997-01-02,PCAR,BUY,0.0,0.046983749767304996,0.046983749767304996,100000.0,46.983749767305
1997Q2,1997-04-01,AAPL,REBALANCE,0.11480376392771696,0.10913611111221291,-0.00566765281550404,100223.21217600262,-5.6803037066818005
1997Q2,1997-04-01,ADBE,BUY,0.0,0.11050327382437335,0.11050327382437335,100223.21217600262,110.74993058643086
1997Q2,1997-04-01,ADSK,REBALANCE,0.08969563742857233,0.09160558253661212,0.001909945108039793,100223.21217600262,1.914208338075904
1997Q2,1997-04-01,AMAT,REBALANCE,0.18557743068288549,0.1912937840863941,0.005716353403508638,100223.21217600262,5.72911300032861
1997Q2,1997-04-01,AMGN,REBALANCE,0.28924822909875536,0.29646347571173676,0.007215246612981381,100223.21217600262,7.231351921950171
1997Q2,1997-04-01,COMS,REBALANCE,1.4047436659855084,1.4009592156303696,-0.003784450355138677,100223.21217600262,-3.792897709126121
1997Q2,1997-04-01,COST,REBALANCE,0.22522760677780806,0.23572286988450017,0.010495263106692111,100223.21217600262,10.51868981184976
1997Q2,1997-04-01,CSCO,REBALANCE,0.7625310804945722,0.7735455584351925,0.01101447794062023,100223.21217600262,11.039063596506816
1997Q2,1997-04-01,DELL,REBALANCE,0.20304949844687395,0.20250247284703285,-0.0005470255998410879,100223.21217600262,-0.5482466275857846
1997Q2,1997-04-01,INTC,REBALANCE,2.800366317925855,2.8086501211493324,0.008283803223477562,100223.21217600262,8.30229368090846
1997Q2,1997-04-01,MCIC,REBALANCE,90.40422951294093,90.20535959925714,-0.1988699136837968,100223.21217600262,-199.31381554554494
1997Q2,1997-04-01,MSFT,REBALANCE,2.909853872711242,2.9876274807162098,0.07777360800496763,100223.21217600262,77.94720816775127
1997Q2,1997-04-01,ORCL,REBALANCE,0.5627784321570086,0.5353154854013711,-0.02746294675563749,100223.21217600262,-27.524247396685187
1997Q2,1997-04-01,PCAR,REBALANCE,0.04618562067958116,0.04961024365515879,0.003424622975577629,100223.21217600262,3.4322671510413016
1997Q3,1997-07-01,AAPL,REBALANCE,0.08369608550361393,0.08070760653376595,-0.002988478969847988,102043.32309710649,-3.049543250891062
1997Q3,1997-07-01,ADBE,REBALANCE,0.09483894199574062,0.09450377830978096,-0.0003351636859596596,102043.32309710649,-0.3420121629679868
1997Q3,1997-07-01,ADSK,REBALANCE,0.11138711493078825,0.10590226864641329,-0.005484846284374957,102043.32309710649,-5.596919415344378
1997Q3,1997-07-01,AMAT,REBALANCE,0.2868869057232048,0.2922238236627908,0.005336917939585987,102043.32309710649,5.445968416519167
1997Q3,1997-07-01,AMGN,REBALANCE,0.30290071638850763,0.2852581683738685,-0.017642548014639096,102043.32309710649,-18.00304227314032
1997Q3,1997-07-01,COMS,REBALANCE,1.3759707980544014,1.374818378690172,-0.0011524193642293776,102043.32309710649,-1.1759670152742043
1997Q3,1997-07-01,COST,REBALANCE,0.2755173017583272,0.26730828352692787,-0.008209018231399327,102043.32309710649,-8.376754996967192
1997Q3,1997-07-01,CSCO,REBALANCE,1.0597007221340646,1.0719760247910493,0.012275302656984677,102043.32309710649,12.526126751414571
1997Q3,1997-07-01,DELL,REBALANCE,0.19889050734852934,0.19872393021451287,-0.000166577134016457,102043.32309710649,-0.1699808430703133
1997Q3,1997-07-01,INTC,REBALANCE,2.8128032088352004,2.752236549934255,-0.060566658900945355,102043.32309710649,-61.804231431414074
1997Q3,1997-07-01,KLAC,BUY,0.0,0.09946649574521828,0.09946649574521828,102043.32309710649,101.49891762666277
1997Q3,1997-07-01,MCIC,REBALANCE,88.59639827610943,88.69182544310515,0.09542716699572074,102043.32309710649,97.37705233985868
1997Q3,1997-07-01,MSFT,REBALANCE,4.044466253963786,3.9281719905898225,-0.11629426337396373,102043.32309710649,-118.67053091809379
1997Q3,1997-07-01,ORCL,REBALANCE,0.686821055879166,0.6894916287426891,0.0026705728635232143,102043.32309710649,2.7251412956686423
